id,tooltip
97,"[color=LIGHT_BLUE]Lesser astral tower that buffs a nearby tower, increasing its mana regeneration, maximum mana and spell damage dealt.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2019[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Snake Charm[/color]
This unit will increase nearby towers' mana, mana regeneration and spell damage.

 
Mana cost: [color=GOLD]10[/color], [color=GOLD]200[/color] range, [color=GOLD]5s[/color] cooldown

"
98,"[color=LIGHT_BLUE]These giant creatures wander the dry tundras of the world.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]111[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+4%[/color] mana regen/lvl

 
[color=GOLD]Frenzy[/color]
Gains a permanent bonus to attack speed each time Ice Claw is cast.

 
[color=GOLD]Ice Claw
[/color]
Causes the target creep to be slowed and suffer damage over time.

 
Mana cost: [color=GOLD]10[/color], [color=GOLD]850[/color] range, [color=GOLD]2s[/color] cooldown

"
99,"[color=LIGHT_BLUE]Support tower which only attacks air. Buffs other units attackspeed and adds some spell and normal damage.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]650[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]500[/color] range
 
[color=YELLOW]Specials:[/color]
[color=RED]Attacks AIR only[/color]

 
[color=GOLD]Jolt[/color]
Buffs a tower in range increasing its attackspeed. The buffed tower deals extra attack damage and spell damage.

 
Mana cost: [color=GOLD]15[/color], [color=GOLD]500[/color] range, [color=GOLD]8s[/color] cooldown

"
100,"[color=LIGHT_BLUE]This frozen well emits an enormous amount of cold.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]630[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]925[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]150[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]625[/color] AoE: [color=GOLD]20%[/color] damage

 
[color=GOLD]Freezing Mist[/color]
When this tower damages a creep it will be slowed.
 
[color=GOLD]Flowing Frost - Aura[/color]
Increases buff duration of towers in range.

"
101,"[color=LIGHT_BLUE]Shh...Silence is Golden...[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2354[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Glaives of Wisdom[/color]
Every attack an extra glaive is shot out at the cost of mana.
 
[color=GOLD]Last Word[/color]
Nortrom deals more damage to silenced creeps.
 
[color=GOLD]Curse of the Silent[/color]
Creeps in range of Nortrom are periodically silenced.
 
[color=GOLD]Global Silence - Aura[/color]
Nearby towers have a small chance to silence creeps.

"
102,"[color=LIGHT_BLUE]A cute small spider. Ugh... It spat at me![/color]
[color=YELLOW]Author:[/color] D1000
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]50[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]825[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-30%[/color] damage to nature
[color=GOLD]+10%[/color] damage to orcs
[color=GOLD]+20%[/color] damage to humanoids

 
[color=GOLD]Poisonous Spittle[/color]
Deals damage over time, increases with every attack.

"
103,"[color=LIGHT_BLUE]These giant creatures wander the dry tundras of the world.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]223[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+4%[/color] mana regen/lvl

 
[color=GOLD]Frenzy[/color]
Gains a permanent bonus to attack speed each time Ice Claw is cast.

 
[color=GOLD]Ice Claw
[/color]
Causes the target creep to be slowed and suffer damage over time.

 
Mana cost: [color=GOLD]10[/color], [color=GOLD]850[/color] range, [color=GOLD]2s[/color] cooldown

"
104,"[color=LIGHT_BLUE]These giant creatures wander the dry tundras of the world.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]446[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+4%[/color] mana regen/lvl

 
[color=GOLD]Frenzy[/color]
Gains a permanent bonus to attack speed each time Ice Claw is cast.

 
[color=GOLD]Ice Claw
[/color]
Causes the target creep to be slowed and suffer damage over time.

 
Mana cost: [color=GOLD]10[/color], [color=GOLD]850[/color] range, [color=GOLD]2s[/color] cooldown

"
105,"[color=LIGHT_BLUE]These giant creatures wander the dry tundras of the world.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]891[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+4%[/color] mana regen/lvl

 
[color=GOLD]Frenzy[/color]
Gains a permanent bonus to attack speed each time Ice Claw is cast.

 
[color=GOLD]Ice Claw
[/color]
Causes the target creep to be slowed and suffer damage over time.

 
Mana cost: [color=GOLD]10[/color], [color=GOLD]850[/color] range, [color=GOLD]2s[/color] cooldown

"
106,"[color=LIGHT_BLUE]These giant creatures wander the dry tundras of the world.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1337[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+4%[/color] mana regen/lvl

 
[color=GOLD]Frenzy[/color]
Gains a permanent bonus to attack speed each time Ice Claw is cast.

 
[color=GOLD]Ice Claw
[/color]
Causes the target creep to be slowed and suffer damage over time.

 
Mana cost: [color=GOLD]10[/color], [color=GOLD]850[/color] range, [color=GOLD]2s[/color] cooldown

"
107,"[color=LIGHT_BLUE]Darkness tower that is weak to undead units, but strong to magical units. The tower can also hit multiple units on each attack.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]38[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-20%[/color] damage to undead ([color=GOLD]+0.4%[/color]/lvl)
[color=GOLD]+20%[/color] damage to magic ([color=GOLD]+0.4%[/color]/lvl)
 
[b][color=GOLD]Multishot:[/color][/b]
Attacks up to [color=GOLD]2[/color] targets at the same time.

"
108,"[color=LIGHT_BLUE]Trained in the shadows, the thief is an expert in finding gold.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]68[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-10%[/color] damage to undead ([color=GOLD]+0.4%[/color]/lvl)
[color=GOLD]+0.5%[/color] bounty received/lvl
[color=GOLD]+5%[/color] item chance ([color=GOLD]+0.2%[/color]/lvl)
[color=GOLD]+5%[/color] item quality ([color=GOLD]+0.2%[/color]/lvl)

 
[color=GOLD]Steal[/color]
The Thief has a chance to get gold when he damages a creep.

"
109,"[color=LIGHT_BLUE]Trained in the shadows, the thief is an expert in finding gold.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]203[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-10%[/color] damage to undead ([color=GOLD]+0.4%[/color]/lvl)
[color=GOLD]+0.75%[/color] bounty received/lvl
[color=GOLD]+6%[/color] item chance ([color=GOLD]+0.24%[/color]/lvl)
[color=GOLD]+6%[/color] item quality ([color=GOLD]+0.24%[/color]/lvl)

 
[color=GOLD]Steal[/color]
The Thief has a chance to get gold when he damages a creep.

"
110,"[color=LIGHT_BLUE]Trained in the shadows, the thief is an expert in finding gold.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]602[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-10%[/color] damage to undead ([color=GOLD]+0.4%[/color]/lvl)
[color=GOLD]+1%[/color] bounty received/lvl
[color=GOLD]+7%[/color] item chance ([color=GOLD]+0.28%[/color]/lvl)
[color=GOLD]+7%[/color] item quality ([color=GOLD]+0.28%[/color]/lvl)

 
[color=GOLD]Steal[/color]
The Thief has a chance to get gold when he damages a creep.

"
111,"[color=LIGHT_BLUE]Trained in the shadows, the thief is an expert in finding gold.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1324[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-10%[/color] damage to undead ([color=GOLD]+0.4%[/color]/lvl)
[color=GOLD]+1.25%[/color] bounty received/lvl
[color=GOLD]+8%[/color] item chance ([color=GOLD]+0.32%[/color]/lvl)
[color=GOLD]+8%[/color] item quality ([color=GOLD]+0.32%[/color]/lvl)

 
[color=GOLD]Steal[/color]
The Thief has a chance to get gold when he damages a creep.

"
112,"[color=LIGHT_BLUE]Some people think the purling noise of a river is calming.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1882[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]820[/color] range
 
[color=GOLD]Spring Tide[/color]
Chance to launch a wave which deals spell damage to each creep it hits.
 
[color=GOLD]Splash[/color]
Chance to deal spell damage in AoE around the attacked unit.
 
[color=GOLD]Calming Noises - Aura[/color]
Increases the spell crit chance of nearby towers.

"
113,"[color=LIGHT_BLUE]Trained in the shadows, the thief is an expert in finding gold.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2620[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-10%[/color] damage to undead ([color=GOLD]+0.4%[/color]/lvl)
[color=GOLD]+1.5%[/color] bounty received/lvl
[color=GOLD]+9%[/color] item chance ([color=GOLD]+0.36%[/color]/lvl)
[color=GOLD]+9%[/color] item quality ([color=GOLD]+0.36%[/color]/lvl)

 
[color=GOLD]Steal[/color]
The Thief has a chance to get gold when he damages a creep.

"
114,"[color=LIGHT_BLUE]""Try out my Voodoo maaan."" credits to der_kleine_Tomy [/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2378[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+3%[/color] attack speed/lvl
[color=GOLD]+8%[/color] base damage/lvl

 
[color=GOLD]Serpent Ward[/color]
Chance to summon [color=GOLD]1[/color] of [color=GOLD]2[/color] Serpent Wards to assist him. Each Ward attacks a random target in range.
 
[color=GOLD]Purify[/color]
Whenever Vol'jin deals damage he purges all buffs and debuffs from his target, increasing his damage dealt. This ability has a [color=GOLD]4[/color] second cooldown

 
[color=GOLD]Maledict[/color]
Vol'jin jinxes all units in range. 

 
Mana cost: [color=GOLD]30[/color], [color=GOLD]800[/color] range, [color=GOLD]5s[/color] cooldown

"
115,"[color=LIGHT_BLUE]A field which is able to gather energy from spells. [/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]540[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Magical Barrage[/color]
Whenever this tower attacks it has a chance to launch magical missiles. The amount of missiles increases whenever a nearby tower casts a spell.

"
116,"[color=LIGHT_BLUE]A field which is able to gather energy from spells. [/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1080[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Magical Barrage[/color]
Whenever this tower attacks it has a chance to launch magical missiles. The amount of missiles increases whenever a nearby tower casts a spell.

"
117,"[color=LIGHT_BLUE]Tower that deals additional damage to invisible units.[/color]
[color=YELLOW]Author:[/color] Velex
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]41[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Light in the Dark[/color]
Deals additional damage to invisible creeps.
"
118,"[color=LIGHT_BLUE]Tower that deals additional damage to invisible units.[/color]
[color=YELLOW]Author:[/color] Velex
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]471[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Light in the Dark[/color]
Deals additional damage to invisible creeps.
"
119,"[color=LIGHT_BLUE]Tower that deals additional damage to invisible units.[/color]
[color=YELLOW]Author:[/color] Velex
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1517[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Light in the Dark[/color]
Deals additional damage to invisible creeps.
"
120,"[color=LIGHT_BLUE]Tower that deals additional damage to invisible units.[/color]
[color=YELLOW]Author:[/color] Velex
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2771[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Light in the Dark[/color]
Deals additional damage to invisible creeps.
"
121,"[color=LIGHT_BLUE]Something might hatch here soon...ish[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]155[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Slumbering Parasite[/color]
This tower deals additional Decay damage after a short delay and increases target's vulnerability to Nature.

"
122,"[color=LIGHT_BLUE]A sleeping geyser that only sprouts fire now and then.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1331[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]175[/color] AoE: [color=GOLD]30%[/color] damage
[color=GOLD]+20%[/color] damage to normals ([color=GOLD]+0.4%[/color]/lvl)

 
[color=GOLD]Ignite[/color]
Damages a target over time and makes decreases target's health regeneration.

"
123,"[color=LIGHT_BLUE]This deadly thing was invented by the dwarves to aid them in the long war against the orcs. However they never ended up using it, as it consumes far too much energy.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+50[/color] mana/lvl
[color=GOLD]+1[/color] mana regen/lvl

 
[color=GOLD]Energetic Weapon[/color]
The Accelerator attacks with energetic missiles, which deal AoE damage scaled with tower's current mana. Additionally, the missile slows hit creeps.

 
[color=GOLD]Energy Absorb[/color]
Decreases attackspeed of all towers in range. Increases mana regeneration of the Accelerator.

 
[color=GOLD]1000[/color] range, [color=GOLD]40s[/color] cooldown

"
124,"[color=LIGHT_BLUE]This deadly thing was invented by the dwarves to aid them in the long war against the orcs. However they never ended up using it, as it consumes far too much energy.The second generation can be the end of the world...[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+100[/color] mana/lvl
[color=GOLD]+3[/color] mana regen/lvl

 
[color=GOLD]Energetic Weapon[/color]
The Accelerator attacks with energetic missiles, which deal AoE damage scaled with tower's current mana. Additionally, the missile slows hit creeps.

 
[color=GOLD]Energy Absorb[/color]
Decreases attackspeed of all towers in range. Increases mana regeneration of the Accelerator.

 
[color=GOLD]1000[/color] range, [color=GOLD]40s[/color] cooldown

"
125,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]60[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.5%[/color]/lvl)

"
126,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]283[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.6%[/color]/lvl)

"
127,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]784[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.7%[/color]/lvl)

"
128,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1403[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.8%[/color]/lvl)

"
129,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2455[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.9%[/color]/lvl)

"
130,"[color=LIGHT_BLUE]Advanced storm tower that emphasizes the use of anti air towers. [/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]3907[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]1600[/color] range
 
[color=YELLOW]Specials:[/color]
[color=RED]Attacks AIR only[/color]
[color=GOLD]+10%[/color] damage to air

 
[color=GOLD]Gust - Aura[/color]
Towers in range around the Storm Focus gain additional attackdamage scaled by their bonus damage against air.

 
[color=GOLD]Freezing Gust[/color]
Casts a buff on a tower in range, doubling the effect of 'Gust'.
 
Mana cost: [color=GOLD]15[/color], [color=GOLD]800[/color] range, [color=GOLD]0.1s[/color] cooldown

"
131,"[color=LIGHT_BLUE]Powerful mage who is adept in using the water magics.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1261[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Speed Cast[/color]
Chance to increase trigger chances and attackspeed.
 
[color=GOLD]Aqua Edge[/color]
Chance to launch [color=GOLD]3[/color] blades of water at target.
 
[color=GOLD]Spread[/color]
Chance to lift creeps up for in AoE around the damaged creep.
 
[color=GOLD]Magic Boost[/color]
Chance to increase spell damage of nearby towers.

"
132,"[color=LIGHT_BLUE]Daemonic entity that will stun allied towers and temporarily steal their damage for itself and will threaten nearby units by occasionally releasing shadowboltwaves. [/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]584[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]890[/color] range
 
[color=GOLD]Shadowbolt Wave[/color]
Has a chance to release a wave of shadowbolts.

 
[color=GOLD]Siphon Essence[/color]
Stuns nearby towers and steals their damage.

 
[color=GOLD]400[/color] range, [color=GOLD]2.5s[/color] cooldown

"
133,"[color=LIGHT_BLUE]Daemonic entity that will stun allied towers and temporarily steal their damage for itself and will threaten nearby units by occasionalyl releasing shadowboltwaves. Also suppresses lifeforce killing too weak enemies instantly. [/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]959[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]890[/color] range
 
[color=GOLD]Shadowbolt Wave[/color]
Has a chance to release a wave of shadowbolts.
 
[color=GOLD]Slow Decay - Aura[/color]
Eredar Diabolist will instantly kill all low health creeps in range.

 
[color=GOLD]Siphon Essence[/color]
Stuns nearby towers and steals their damage.

 
[color=GOLD]400[/color] range, [color=GOLD]1.5s[/color] cooldown

"
134,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]164[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+0.5%[/color] trigger chances/lvl

 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.

"
135,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1000[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+0.7%[/color] trigger chances/lvl

 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.

"
136,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1612[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+0.8%[/color] trigger chances/lvl

 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.

"
137,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2357[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+0.9%[/color] trigger chances/lvl

 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.

"
138,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]419[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+0.6%[/color] trigger chances/lvl

 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.

"
139,"[color=LIGHT_BLUE]Ancient and greedy Wyrm which takes away most of your goldgain. [/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2547[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Flaming Inferno[/color]
Occasionally releases fireballs that deal AoE damage.
 
[color=GOLD]Dragon's Hoard[/color]
Whenever the Crimson Wyrm kills a creep it hoards [color=GOLD]75%[/color] of the bounty.

"
140,"[color=LIGHT_BLUE]Legendary fel orc berserker, he is the ultimate fighter. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1406[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+75%[/color] crit damage
[color=GOLD]+3%[/color] attack speed/lvl

 
[color=GOLD]Ultimate Fighter[/color]
Vulshok uses his great power to specialize his attacks. Attacks will sometimes deal bonus damage, AoE damage or empower Vulshok.
 
[color=GOLD]Ultimate Fighter[/color]
When Vulshok damages a creep it gets maimed.

"
