id,tooltip
126,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]283[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.6%[/color]/lvl)
"
127,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]784[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.7%[/color]/lvl)
"
128,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1403[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.8%[/color]/lvl)
"
129,"[color=LIGHT_BLUE]Sometimes even the most fruitless places still have some treasure left.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2455[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.9%[/color]/lvl)
"
130,"[color=LIGHT_BLUE]Advanced storm tower that emphasizes the use of anti air towers.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]3907[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]1600[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]20[/color] ([color=CORNFLOWER_BLUE]+1[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=RED]Attacks AIR only[/color]
 
[color=GOLD]+10%[/color] damage to air
 
[color=GOLD]Gust - Aura[/color]
Towers in range around the Storm Focus gain additional attack damage scaled by their bonus damage against air.
 
[color=GOLD]Freezing Gust[/color]
Casts a buff on a tower in range, doubling the effect of [color=GOLD]Gust Aura[/color].
 
Mana cost: [color=GOLD]15[/color], [color=GOLD]800[/color] range, [color=GOLD]0.1s[/color] cooldown

"
131,"[color=LIGHT_BLUE]Powerful mage who is adept in using the water magics.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1261[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]200[/color] ([color=CORNFLOWER_BLUE]+3[/color]/sec)
 
[color=GOLD]Speed Cast[/color]
Whenever Genis uses one of his abilities, he has a chance to increase trigger chances and attack speed.
 
[color=GOLD]Aqua Edge[/color]
Each attack has a chance to launch [color=GOLD]3[/color] blades of water at target, which deal spell damage.
 
[color=GOLD]Spread[/color]
Whenever this tower hits a creep, it has a chance to lift up creeps near the main target and deal spell damage to affected creeps.
 
[color=GOLD]Magic Boost[/color]
Chance to increase spell damage of nearby towers.
"
132,"[color=LIGHT_BLUE]Daemonic entity that will stun allied towers and temporarily steal their damage for itself and will threaten nearby units by occasionally releasing shadowboltwaves.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]584[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]890[/color] range
 
[color=GOLD]Shadowbolt Wave[/color]
Every autocast has a chance to release a wave of shadowbolts. Shadowbolts deal spell damage.
 
[color=GOLD]Siphon Essence[/color]
Stuns nearby towers and steals their damage.

 
[color=GOLD]400[/color] range, [color=GOLD]2.5s[/color] cooldown

"
133,"[color=LIGHT_BLUE]Daemonic entity that will stun allied towers and temporarily steal their damage for itself and will threaten nearby units by occasionalyl releasing shadowboltwaves. Also suppresses lifeforce killing too weak enemies instantly.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]959[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]890[/color] range
 
[color=GOLD]Shadowbolt Wave[/color]
Every autocast has a chance to release a wave of shadowbolts. Shadowbolts deal spell damage.
 
[color=GOLD]Slow Decay - Aura[/color]
Chaos Diabolist will instantly kill all low health creeps in range. Doesn't work on bosses.
 
[color=GOLD]Siphon Essence[/color]
Stuns nearby towers and steals their damage.

 
[color=GOLD]400[/color] range, [color=GOLD]1.5s[/color] cooldown

"
134,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]164[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+0.5%[/color] trigger chances/lvl
 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.
"
135,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1000[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+0.7%[/color] trigger chances/lvl
 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.
"
136,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1612[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+0.8%[/color] trigger chances/lvl
 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.
"
137,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2357[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+0.9%[/color] trigger chances/lvl
 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.
"
138,"[color=LIGHT_BLUE]A mysterious Ghost, which deals different damage types.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]419[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+0.6%[/color] trigger chances/lvl
 
[color=GOLD]Elemental Wrath[/color]
The Ghost has a chance on attack to increase its trigger chance temporarily.
 
[color=GOLD]Mimic[/color]
The Ghost is able to deal different damage types.
"
139,"[color=LIGHT_BLUE]Ancient and greedy Wyrm which takes away most of your goldgain.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2547[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Flaming Inferno[/color]
This tower occasionally releases [color=GOLD]3[/color] fireballs at random creeps in range. Fireballs deal AoE spell damage.
 
[color=GOLD]Dragon's Hoard[/color]
On kill, this tower hoards [color=GOLD]75%[/color] of the bounty.
"
140,"[color=LIGHT_BLUE]Legendary fel orc berserker, he is the ultimate fighter.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1406[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+75%[/color] crit damage
[color=GOLD]+3%[/color] attack speed/lvl
 
[color=GOLD]Ultimate Fighter[/color]
Vulshok uses his great power to specialize his attacks. Attacks will sometimes deal bonus attack damage, AoE attack damage or empower Vulshok.
 
[color=GOLD]Maim[/color]
Slows hit creeps.
"
141,"[color=LIGHT_BLUE]A very powerful gun created by the dwarves. It has a chance to fire a burst of projectiles.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]795[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+8.75%[/color] crit chance ([color=GOLD]+0.5%[/color]/lvl)
 
[color=GOLD]Rapid Gun Fire[/color]
Has a chance on attack to shoot an extra projectile which deals attack damage.
 
[color=GOLD]Sentry[/color]
This tower gains attack damage whenever a creep comes within range.
"
142,"[color=LIGHT_BLUE]Loves to brain unsuspecting units with his snowballs.[/color]
[color=YELLOW]Author:[/color] Palandu
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]530[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+8%[/color] damage to champions ([color=GOLD]+0.6%[/color]/lvl)
[color=GOLD]+10%[/color] damage to bosses ([color=GOLD]+1%[/color]/lvl)
[color=GOLD]-20%[/color] damage to air
 
[color=GOLD]Vicious Snow Ball[/color]
Hurls a snowball at the attacked creep if it's not facing the tower. Snowball deals spell damage.
"
143,"[color=LIGHT_BLUE]Even more of a menace than the child.[/color]
[color=YELLOW]Author:[/color] Palandu
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1264[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] damage to champions ([color=GOLD]+0.7%[/color]/lvl)
[color=GOLD]+12.5%[/color] damage to bosses ([color=GOLD]+1.2%[/color]/lvl)
[color=GOLD]-20%[/color] damage to air
 
[color=GOLD]Vicious Snow Ball[/color]
Hurls a snowball at the attacked creep if it's not facing the tower. Snowball deals spell damage.
"
144,"[color=LIGHT_BLUE]Still uses childish tactics.[/color]
[color=YELLOW]Author:[/color] Palandu
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2588[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+12%[/color] damage to champions ([color=GOLD]+0.8%[/color]/lvl)
[color=GOLD]+15%[/color] damage to bosses ([color=GOLD]+1.4%[/color]/lvl)
[color=GOLD]-20%[/color] damage to air
 
[color=GOLD]Vicious Snow Ball[/color]
Hurls a snowball at the attacked creep if it's not facing the tower. Snowball deals spell damage.
"
145,"[color=LIGHT_BLUE]Summoner of storms and rain. Harpies are known for their brutality and mercilessness.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]765[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]1000[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]30[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]2[/color] targets
[color=GOLD]-25%[/color] damage per bounce
 
[color=GOLD]Twister[/color]
Whenever this tower attacks, it has a chance to summon tornados towards two random creeps. Tornados deal attack damage.
 
[color=GOLD]Sparks[/color]
Increases spell damage and spell crit chance of a nearby tower.

 
Mana cost: [color=GOLD]22[/color], [color=GOLD]500[/color] range, [color=GOLD]2s[/color] cooldown

"
146,"[color=LIGHT_BLUE]Summoner of storms and rain. Harpies are known for their brutality and mercilessness.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1275[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]1000[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]30[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]2[/color] targets
[color=GOLD]-25%[/color] damage per bounce
 
[color=GOLD]Twister[/color]
Whenever this tower attacks, it has a chance to summon tornados towards two random creeps. Tornados deal attack damage.
 
[color=GOLD]Sparks[/color]
Increases spell damage and spell crit chance of a nearby tower.

 
Mana cost: [color=GOLD]22[/color], [color=GOLD]500[/color] range, [color=GOLD]2s[/color] cooldown

"
147,"[color=LIGHT_BLUE]A phoenix which can burn more than 1 target with its attacks.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]332[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] damage to nature ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Twin Attack[/color]
The Phoenix attacks multiple targets at once.
 
[color=GOLD]Phoenixfire[/color]
Reduces armor of hit creeps.
 
[color=GOLD]Phoenix Explosion[/color]
When [color=GOLD]Phoenixfire[/color] expires, it erupts and deals AoE attack damage.
 
[color=GOLD]Eruption[/color]
Explodes all creeps affected by [color=GOLD]Phoenixfire[/color].

 
[color=GOLD]1s[/color] cooldown

"
148,"[color=LIGHT_BLUE]A phoenix which can burn more than 1 target with its attacks.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]522[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] damage to nature ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Twin Attack[/color]
The Phoenix attacks multiple targets at once.
 
[color=GOLD]Phoenixfire[/color]
Reduces armor of hit creeps.
 
[color=GOLD]Phoenix Explosion[/color]
When [color=GOLD]Phoenixfire[/color] expires, it erupts and deals AoE attack damage.
 
[color=GOLD]Eruption[/color]
Explodes all creeps affected by [color=GOLD]Phoenixfire[/color].

 
[color=GOLD]1s[/color] cooldown

"
149,"[color=LIGHT_BLUE]A phoenix which can burn more than 1 target with its attacks.[/color]
[color=YELLOW]Author:[/color] Der_kleine_Tomy
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]663[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] damage to nature ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Twin Attack[/color]
The Phoenix attacks multiple targets at once.
 
[color=GOLD]Phoenixfire[/color]
Reduces armor of hit creeps.
 
[color=GOLD]Phoenix Explosion[/color]
When [color=GOLD]Phoenixfire[/color] expires, it erupts and deals AoE attack damage.
 
[color=GOLD]Eruption[/color]
Explodes all creeps affected by [color=GOLD]Phoenixfire[/color].

 
[color=GOLD]1s[/color] cooldown

"
150,"[color=LIGHT_BLUE]Can still grow even in the coldest places.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]25[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Frozen Thorn[/color]
Chance to deal additional spell damage to hit creeps.
"
151,"[color=LIGHT_BLUE]Can still grow even in the coldest places.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]76[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Frozen Thorn[/color]
Chance to deal additional spell damage to hit creeps.
"
152,"[color=LIGHT_BLUE]Can still grow even in the coldest places.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]226[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Frozen Thorn[/color]
Chance to deal additional spell damage to hit creeps.
"
153,"[color=LIGHT_BLUE]Can still grow even in the coldest places.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]453[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Frozen Thorn[/color]
Chance to deal additional spell damage to hit creeps.
"
154,"[color=LIGHT_BLUE]Can still grow even in the coldest places.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]905[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Frozen Thorn[/color]
Chance to deal additional spell damage to hit creeps.
"
155,"[color=LIGHT_BLUE]Can still grow even in the coldest places.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1509[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]750[/color] range
 
[color=GOLD]Frozen Thorn[/color]
Chance to deal additional spell damage to hit creeps.
"
156,"[color=LIGHT_BLUE]Strange tower that rejects some items.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]488[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Rejection[/color]
This tower drops all except [color=00ff00ff]Common[/color] items on attack.
"
157,"[color=LIGHT_BLUE]WC2 wasn't enough.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2522[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]55[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=RED]Attacks GROUND only[/color]
 
[color=GOLD]+8%[/color] base damage/lvl
 
[color=GOLD]Mystical Storm Hammer[/color]
This tower attacks with a hammer, which deals part of the damage as spell damage and the rest as attack damage.
 
[color=GOLD]Storm Bolt[/color]
When this tower attacks, it launches a [color=GOLD]Storm Bolt[/color] towards the main target. [color=GOLD]Storm Bolt[/color] deals AoE attack damage.
 
[color=GOLD]Hammer Fall[/color]
Summons a hammer which falls from the sky and deals AoE spell damage.

 
Mana cost: [color=GOLD]50[/color], [color=GOLD]900[/color] range, [color=GOLD]10s[/color] cooldown

"
158,"[color=LIGHT_BLUE]Empowers you against the alien menace. Model credits: SirCoqaLot plus mOck and MasterCassim.[/color]
[color=YELLOW]Author:[/color] Palandu
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1006[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Sample Collection[/color]
Has a chance to collect a tissue sample from attacked creeps. Once researched, it will provide a bonus vs the race of that creep to nearby towers.
 
[color=GOLD]Xeno Vulnerability Research - Aura[/color]
Improves damage vs various creep races for all towers in range. Improvement amount depends on the [color=GOLD]Sample Collection[/color]. Stops working in the Bonus Level.
"
159,"[color=LIGHT_BLUE]Faster than the wind, faster than Sonic, even faster than light! [/color]
[color=YELLOW]Author:[/color] KublaiKhan1
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1421[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] base damage/lvl
 
[color=GOLD]Omnislash[/color]
On each attack the Omnislasher moves with insane speed towards the battlefield.
"
160,"[color=LIGHT_BLUE]I make your dreams come true.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1921[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Magic Missile[/color]
Whenever this tower attacks it launches a [color=GOLD]Magic Missile[/color] in the main target's direction.
 
[color=GOLD]Choose Modification[/color]
Cycle through the modifications.

 
[color=GOLD]0.25s[/color] cooldown

 
[color=GOLD]Add Modification[/color]
Adds the bonus to the missile if the tower has enough damage left.

 
[color=GOLD]0.25s[/color] cooldown

 
[color=GOLD]Remove Modification[/color]
Removes the bonus to the missile and returns the damage used.

 
[color=GOLD]0.25s[/color] cooldown

"
161,"[color=LIGHT_BLUE]Careful, corrosive.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]21[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-15%[/color] damage per bounce
 
[color=GOLD]Acid Coating[/color]
Decreases armor of hit creeps.
"
162,"[color=LIGHT_BLUE]Careful, corrosive.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]80[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-15%[/color] damage per bounce
 
[color=GOLD]Acid Coating[/color]
Decreases armor of hit creeps.
"
163,"[color=LIGHT_BLUE]Careful, corrosive.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]233[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-15%[/color] damage per bounce
 
[color=GOLD]Acid Coating[/color]
Decreases armor of hit creeps.
"
164,"[color=LIGHT_BLUE]Careful, corrosive.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]462[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-15%[/color] damage per bounce
 
[color=GOLD]Acid Coating[/color]
Decreases armor of hit creeps.
"
165,"[color=LIGHT_BLUE]A combination of decaying body parts and the presence of an unfathomable evil create a pillar of darkness within this crypt to form a reliable attack and the ability to explode corpses.[/color]
[color=YELLOW]Author:[/color] eMoo
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]356[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Corpse Explosion[/color]
Occasionally explodes a nearby corpse, making nearby enemies more vulnerable to [color=9370dbff]Darkness[/color] and slowing them. Doesn't affect Air.
 
[color=GOLD]Critical Mass[/color]
Attacks have a chance to shoot multiple projectiles at the main target, dealing attack damage.
"
166,"[color=LIGHT_BLUE]Tower with a chance to slow the movement speed of a unit on attacks.[/color]
[color=YELLOW]Author:[/color] Velex
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]30[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Atrophy[/color]
Chance to slow the attacked creep.
"
167,"[color=LIGHT_BLUE]Whatever you do, do not make eye contact.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1171[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]200[/color] ([color=CORNFLOWER_BLUE]+4[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]-10%[/color] damage to bosses
 
[color=GOLD]Glare[/color]
Whenever this tower attacks, it launches a forked lightning, dealing spell damage.
 
[color=GOLD]Static Field - Aura[/color]
Towers in range have their attack damage increased when attacking immune creeps.
"
168,"[color=LIGHT_BLUE]This tower is able to extract experience from creeps and energy from spells.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2259[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]1000[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]30[/color] ([color=CORNFLOWER_BLUE]+1[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+2[/color] mana/lvl
 
[color=GOLD]Channel Energy[/color]
Whenever this tower is hit by a friendly spell, the caster of that spell will receive experience and this tower will gain bonus attack damage.
 
[color=GOLD]Extract Experience[/color]
Casts a buff on a creep. Towers that damage this creep have a chance to extract extra experience.

 
Mana cost: [color=GOLD]20[/color], [color=GOLD]1000[/color] range, [color=GOLD]5s[/color] cooldown

"
169,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]46[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Chance to rend hit creeps, dealing spell damage over time and increasing vulnerability to spell damage.
"
